ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,icao_code,iata_code,gps_code,local_code,coordinates
H80,small_airport,Field of Dreams Airport,830,NA,US,US-MI,Hale,null,null,H80,H80,"44.3650016784668, -83.76249694824219"
H81,small_airport,River Falls Airport,3588,NA,US,US-TX,Amarillo,null,null,H81,H81,"35.0825, -101.7541"
H97,small_airport,Pawnee Municipal Airport,875,NA,US,US-OK,Pawnee,null,null,null,H97,"36.377209, -96.805285"
HAAB,large_airport,Addis Ababa Bole International Airport,7630,AF,ET,ET-AA,Addis Ababa,HAAB,ADD,HAAB,null,"8.97789, 38.799301"
HAAD,small_airport,Adaba Airport,7896,AF,ET,ET-OR,Adaba,null,null,HAAD,null,"7.022953, 39.273162"
HAAL,small_airport,Lideta Army Airport,7749,AF,ET,ET-AA,Addis Ababa,null,null,HAAL,null,"9.003685, 38.725498"
HAAM,medium_airport,Arba Minch Airport,3901,AF,ET,ET-SN,Arba Minch,HAAM,AMH,HAAM,null,"6.03939, 37.5905"
HAAX,medium_airport,Axum Airport,6959,AF,ET,ET-TI,Axum,HAAX,AXU,HAAX,null,"14.1468, 38.7728"
HABC,small_airport,Baco Airport,4300,AF,ET,ET-SN,Baco,HABC,BCO,HABC,null,"5.783333, 36.55"
HABD,medium_airport,Bahir Dar Airport,5978,AF,ET,ET-AM,Bahir Dar,HABD,BJR,HABD,null,"11.6081, 37.321602"
HABE,small_airport,Beica Airport,5410,AF,ET,ET-OR,Beica,HABE,BEI,HABE,null,"9.38639, 34.5219"
HAD,small_airport,Harford Field,5370,NA,US,US-WY,Casper,null,null,KHAD,HAD,"42.923686, -106.310111"
HADB,closed,Degah Bur Airport,3550,AF,ET,ET-SO,Degah Bur,null,null,null,null,"8.234, 43.5673"
HADC,small_airport,Kombolcha Airport,6120,AF,ET,ET-AM,Dessie,HADC,DSE,HADC,null,"11.10992, 39.72353"
HADD,small_airport,Dembidollo Airport,5200,AF,ET,ET-OR,Dembidollo,HADD,DEM,HADD,null,"8.554, 34.858002"
HADM,small_airport,Debre Markos Airport,8136,AF,ET,ET-AM,Debre Markos,HADM,DBM,HADM,null,"10.321501, 37.741887"
HADO,small_airport,Dodola Airport,8234,AF,ET,ET-OR,Dodola,null,null,HADO,null,"7.02056, 39.051102"
HADR,medium_airport,Aba Tenna Dejazmach Yilma International Airport,3827,AF,ET,ET-DD,Dire Dawa,HADR,DIR,HADR,null,"9.624699592590332, 41.85419845581055"
HADT,small_airport,Debre Tabor Airport,8490,AF,ET,ET-AM,Debre Tabor,HADT,DBT,HADT,null,"11.884808, 38.009241"
HAFN,small_airport,Fincha Airport,7600,AF,ET,ET-OR,Fincha,HAFN,FNH,HAFN,null,"9.584387, 37.377855"
HAGB,small_airport,Robe Airport,7892,AF,ET,ET-OR,Goba,HAGB,GOB,HAGB,null,"7.119033, 40.045166"
HAGH,small_airport,Ghinnir Airport,6499,AF,ET,ET-OR,Ghinnir,HAGH,GNN,HAGH,null,"7.15000009537, 40.716999054"
HAGM,medium_airport,Gambela Airport,1614,AF,ET,ET-GA,Gambela,HAGM,GMB,HAGM,null,"8.12876, 34.563099"
HAGN,medium_airport,Gondar Airport,6449,AF,ET,ET-AM,Azezo,HAGN,GDQ,HAGN,null,"12.5199, 37.433998"
HAGO,medium_airport,Gode Airport,834,AF,ET,ET-SO,Gode,HAGO,GDE,HAGO,null,"5.93513011932, 43.5786018372"
HAGR,small_airport,Gore Airport,6580,AF,ET,ET-OR,Gore,HAGR,GOR,HAGR,null,"8.1614, 35.5529"
HAHM,medium_airport,Harar Meda Airport,6201,AF,ET,ET-OR,Debre Zeyit,null,QHR,HAHM,null,"8.7163, 39.0059"
HAHU,small_airport,Humera Airport,1930,AF,ET,ET-TI,Akwi,HAHU,HUE,HAHU,null,"13.83012, 36.88237"
HAJJ,medium_airport,Wilwal International Airport,5954,AF,ET,ET-SO,Jijiga,HAJJ,JIJ,HAJJ,null,"9.3325, 42.9121"
HAJK,small_airport,Jinka Airport,4475,AF,ET,ET-SN,null,null,null,HAJK,null,"5.7495, 36.559667"
HAJM,medium_airport,Jimma Airport,5500,AF,ET,ET-OR,Jimma,HAJM,JIM,HAJM,null,"7.66609001159668, 36.81660079956055"
HAKD,medium_airport,Kebri Dahar Airport,1800,AF,ET,ET-SO,Kebri Dahar,HAKD,ABK,HAKD,null,"6.732577, 44.241339"
HAKL,small_airport,Kelafo East Airport,1730,AF,ET,ET-SO,Kelafo,HAKL,LFO,HAKL,null,"5.6570000648498535, 44.349998474121094"
HALA,medium_airport,Hawassa International Airport,5450,AF,ET,ET-XSD,Hawassa,HALA,AWA,HALA,null,"7.099869, 38.396187"
HALL,small_airport,Lalibella Airport,6506,AF,ET,ET-AM,Lalibela,HALL,LLI,HALL,null,"11.975000381469727, 38.97999954223633"
HAMA,small_airport,Mekane Selam Airport,8405,AF,ET,ET-AM,Mekane Selam,HAMA,MKS,HAMA,null,"10.7254, 38.7415"
HAMJ,small_airport,Tume Airport,2500,AF,ET,ET-SW,Maji,HAMJ,null,HAMJ,null,"5.833, 35.533001"
HAMK,medium_airport,Alula Aba Nega Airport,7396,AF,ET,ET-TI,Mekelle,HAMK,MQX,HAMK,null,"13.4674, 39.533501"
HAML,closed,Masslo Airport,4180,AF,ET,ET-OR,Masslo,null,null,null,null,"6.408491, 39.722443"
HAMM,small_airport,Metema Airport,2650,AF,ET,ET-AM,Metema,HAMM,ETE,HAMM,null,"12.932999610899998, 36.1669998169"
HAMN,small_airport,Mendi Airport,5500,AF,ET,ET-OR,Mendi,HAMN,NDM,HAMN,null,"9.767, 35.099998"
HAMR,small_airport,Mui River Airport,1834,AF,ET,ET-SW,Omo National Park,HAMR,MUJ,HAMR,null,"5.8646, 35.7485"
HAMT,small_airport,Mizan Teferi Airport,4396,AF,ET,ET-SW,Mizan Teferi,HAMT,MTF,HAMT,null,"6.9571, 35.5547"
HANG,small_airport,Negele Airport,5230,AF,ET,ET-OR,Negele Borana,HANG,EGL,HANG,null,"5.2897, 39.7023"
HANJ,small_airport,Nejjo Airport,6150,AF,ET,ET-OR,Nejo,HANJ,NEJ,HANJ,null,"9.55, 35.466995"
HANK,small_airport,Nekemte Airport,6500,AF,ET,ET-OR,Nekemte,HANK,NEK,HANK,null,"9.034333, 36.613154"
HAPW,small_airport,Beles Airport,3695,AF,ET,ET-BE,Pawe,HAPW,PWI,HAPW,null,"11.3126, 36.4164"
HASD,small_airport,Soddu Airport,6400,AF,ET,ET-OR,Soddu,HASD,SXU,HASD,null,"6.80281, 37.68622"
HASH,small_airport,Sheikh Hussein Airport,6500,AF,ET,ET-OR,Sheikh Hussein,null,null,HASH,null,"7.74175, 40.69557"
HASK,small_airport,Shakiso Airport,5815,AF,ET,ET-OR,Shakiso,HASK,SKR,HASK,null,"5.6923, 38.9764"
HASL,small_airport,Shilavo Airport,1296,AF,ET,ET-SO,Shilavo,HASL,HIL,HASL,null,"6.077545, 44.763736"
HASM,small_airport,Semera Airport,1390,AF,ET,ET-AF,Semera,HASM,SZE,HASM,null,"11.7875, 40.9915"
HASO,medium_airport,Asosa Airport,5100,AF,ET,ET-BE,Asosa,HASO,ASO,HASO,null,"10.018500328063965, 34.586299896240234"
HATP,small_airport,Tippi Airport,1100,AF,ET,ET-SW,Tippi,HATP,TIE,HATP,null,"7.2024, 35.415"
HAWC,closed,Waca Airport,4200,AF,ET,ET-SW,Waca,null,null,null,null,"7.167, 37.167"
HAWR,small_airport,Warder Airport,1850,AF,ET,ET-SO,Warder,HAWR,WRA,HAWR,null,"6.9724, 45.3334"
HAY,closed,Haycock Airport,175,NA,US,US-AK,Haycock,null,null,null,null,"65.201002, -161.156655"
HAZ,small_airport,Hatzfeldhaven Airport,26,OC,PG,PG-MPM,Hatzfeldhaven,null,HAZ,null,HTZ,"-4.4033, 145.2056"
HBBA,medium_airport,Bujumbura Melchior Ndadaye International Airport,2582,AF,BI,BI-BM,Bujumbura,HBBA,BJM,HBBA,null,"-3.32402, 29.318501"
HBBE,small_airport,Gitega Airport,5741,AF,BI,BI-GI,Gitega,HBBE,GID,HBBE,null,"-3.417209, 29.911308"
HBBK,small_airport,Gihohi Airport,4065,AF,BI,BI-RT,Gihohi,null,null,HBBK,null,"-4.0342, 30.1318"
HBBL,closed,Nyanza-Lac Airport,2559,AF,BI,BI-MA,Nyanza-Lac,null,null,null,null,"-4.339434, 29.598245"
HBBO,small_airport,Kirundo Airport,4511,AF,BI,BI-KI,Kirundo,HBBO,KRE,HBBO,null,"-2.544772, 30.094575"
HBT,seaplane_base,Hambantota Seaplane Base,0,AS,LK,LK-3,Hambantota,null,HBT,null,null,"6.124043, 81.103"
HCDM,small_airport,Dusomareb Airport,840,AF,SO,SO-GA,null,null,null,HCDM,null,"5.472, 46.359833"
HCMA,small_airport,Caluula Airport,6,AF,SO,SO-BR,Caluula,HCMA,ALU,HCMA,null,"11.9582, 50.748"
HCMB,small_airport,Baidoa Airport,1820,AF,SO,SO-BY,Baidoa,HCMB,BIB,HCMB,null,"3.10192, 43.627137"
HCMC,small_airport,Qandala Airport,30,AF,SO,SO-BR,Qandala,HCMC,CXN,HCMC,null,"11.495627, 49.909816"
HCMD,small_airport,Baardheere Airport,396,AF,SO,SO-GE,Baardheere,HCMD,BSY,HCMD,null,"2.330195, 42.311802"
HCME,small_airport,Eil Airport,879,AF,SO,SO-NU,Eyl,HCME,HCM,HCME,null,"8.104, 49.82"
HCMF,small_airport,Bosaso / Bender Qassim International Airport,3,AF,SO,SO-BR,Bosaso,HCMF,BSA,HCMF,null,"11.275235, 49.139231"
HCMG,small_airport,Gardo Airport,2632,AF,SO,SO-BR,Gardo,HCMG,GSR,HCMG,null,"9.545975, 49.119148"
HCMH,medium_airport,Egal International Airport,4471,AF,SO,SO-WO,Hargeisa,HCMH,HGA,HCMH,null,"9.513207, 44.082389"
HCMI,medium_airport,Berbera Airport,30,AF,SO,SO-WO,Berbera,HCMI,BBO,HCMI,null,"10.385035, 44.936723"
HCMJ,small_airport,Lugh Ganane Airport,507,AF,SO,SO-GE,Luuq,HCMJ,LGX,HCMJ,null,"3.8124, 42.5459"
HCMK,medium_airport,Kismayo Airport,49,AF,SO,SO-JH,Kismayo,HCMK,KMU,HCMK,null,"-0.377353, 42.459202"
HCMM,medium_airport,Aden Adde International Airport,29,AF,SO,SO-BN,Mogadishu,HCMM,MGQ,HCMM,null,"2.0144400596618652, 45.3046989440918"
HCMN,small_airport,Beledweyne Airport,559,AF,SO,SO-HI,Beledweyne,null,BLW,HCMN,null,"4.766976, 45.2388"
HCMO,small_airport,Hobyo Airport,65,AF,SO,SO-GA,Hobyo,HCMO,CMO,HCMO,null,"5.358003, 48.515281"
HCMR,small_airport,Galcaio Airport,975,AF,SO,SO-MU,Galcaio,HCMR,GLK,HCMR,null,"6.78082990646, 47.45470047"
HCMS,small_airport,Iskushuban Airport,1121,AF,SO,SO-BR,Iskushuban,HCMS,CMS,HCMS,null,"10.313889, 50.205556"
HCMU,small_airport,Erigavo Airport,5720,AF,SO,SO-SA,Erigavo,HCMU,ERA,HCMU,null,"10.642050549, 47.3879814148"
HCMV,small_airport,Burao Airport,3400,AF,SO,SO-TO,Burao,HCMV,BUO,HCMV,null,"9.5275, 45.5549"
HCMW,small_airport,Garowe Airport,1465,AF,SO,SO-NU,Garowe,null,GGR,HCGR,null,"8.457942, 48.567407"
HDAG,small_airport,Assa-Gueyla Airport,2050,AF,DJ,DJ-TA,Assa-Gueyla,null,null,HDAG,null,"12.188882, 42.637494"
HDAM,large_airport,Djibouti-Ambouli Airport,49,AF,DJ,DJ-DJ,Djibouti City,HDAM,JIB,HDAM,null,"11.5473, 43.1595"
HDAS,small_airport,Ali-Sabieh Airport,2313,AF,DJ,DJ-AS,Ali-Sabieh,HDAS,AII,HDAS,null,"11.146889, 42.72"
HDCH,small_airport,Chabelley Airport,279,AF,DJ,DJ-AR,Chabelley,null,null,HDCH,null,"11.516799926757812, 43.0614013671875"
HDDK,small_airport,Dikhil Airport,1520,AF,DJ,DJ-DI,Dikhil,null,null,HDDK,null,"11.097958, 42.350556"
HDHE,small_airport,Herkale Airport,38,AF,DJ,DJ-OB,Herkale,null,null,HDHE,null,"12.4449, 43.292575"
HDMO,small_airport,Moucha Airport,null,AF,DJ,DJ-DJ,Moucha Island,HDMO,MHI,HDMO,null,"11.72975, 43.209559"
HDOB,small_airport,Obock Airport,69,AF,DJ,DJ-OB,Obock,HDOB,OBC,HDOB,null,"11.967000007629395, 43.266998291015625"
HDTJ,small_airport,Tadjoura Airport,246,AF,DJ,DJ-TA,Tadjoura,HDTJ,TDJ,HDTJ,null,"11.787037, 42.917376"
HE11,small_airport,Badr El Din Airport,-69,AF,EG,EG-MT,null,null,null,null,null,"29.867554, 27.946558"
HE12,small_airport,Inshas Air Base,115,AF,EG,EG-SHR,Inshas,null,null,null,null,"30.332373, 31.448109"
HE15,small_airport,Helwan Air Base,null,AF,EG,EG-C,Helwan,null,null,HE15,null,"29.8225, 31.3309"
HE16,medium_airport,Birma Air Base,null,AF,EG,EG-GH,Tanta,null,null,HE16,null,"30.836599, 30.936001"
HE17,small_airport,Abu Rahal Well Airport,761,AF,EG,EG-BA,null,null,null,null,null,"24.998663, 33.494289"
HE18,small_airport,Habata Airport,673,AF,EG,EG-MT,Sidi El Barrani,null,null,null,null,"31.108875, 25.456717"
HE19,small_airport,As Sallum Airport,49,AF,EG,EG-MT,As Sallum,null,null,null,null,"31.464013, 25.278039"
HE20,small_airport,Gabal El Zeit Airport,39,AF,EG,EG-BA,Ras Gharib,null,null,null,null,"27.834596, 33.525982"
HE21,small_airport,Ras Shukeir Airport,46,AF,EG,EG-BA,Ras Gharib,null,null,null,null,"28.19694, 33.206005"
HE22,closed,Baloza Airport,30,AS,EG,EG-SIN,Remanah,null,null,null,null,"30.999518, 32.551396"
HE23,small_airport,Darau Airport,315,AF,EG,EG-ASN,Darau,null,null,null,null,"24.414914, 32.951667"
HE25,small_airport,El Minya Airport,135,AF,EG,EG-MN,El Minya,null,EMY,HEMN,null,"28.090509, 30.738738"
HE26,small_airport,Abu Shahat Valley Air Base,1175,AF,EG,EG-BA,Safaja,null,null,HE26,null,"26.55239, 33.128543"
HE27,small_airport,Osman Air Base,427,AF,EG,EG-MT,Siwa Oasis,null,null,null,null,"29.552626, 25.584583"
HE28,medium_airport,Gebel El Basur Air Base,85,AF,EG,EG-BH,Markaz Ad Delingat,null,null,null,null,"30.540501, 30.5602"
HE30,small_airport,Kawm Ushim Airport,-13,AF,EG,EG-FYM,Tamiya,null,null,null,null,"29.543146, 30.897374"
HE31,small_airport,Malan Frein Airport,213,AF,EG,EG-MT,null,null,null,null,null,"29.80532, 28.55263"
HE32,medium_airport,Al Mansurah Airbase,13,AF,EG,EG-DK,Mansoura,null,null,null,null,"30.9676, 31.4342"
HE33,small_airport,Meliha Airport,328,AF,EG,EG-MT,Marsa Matruh,null,null,null,XMEL,"30.732035, 27.019075"
HE34,small_airport,Kibrit Airport,22,AF,EG,EG-IS,Kibrit,null,null,null,null,"30.246901, 32.492298"
HE35,medium_airport,Abu Suwayr Air Base,49,AF,EG,EG-IS,Abu Suwayr,null,null,null,null,"30.57270050048828, 32.095298767089844"
